Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	Population - Column Mapping	Verify that a suggested match is marked as auto suggested	The marker is shown	Suggested and manual matches look the same	P1	Yes		
SOX	Population - Column Mapping	Verify that each expected column offers a dropdown of the columns in the file	The dropdown lists the file columns	The dropdown is empty	P0	Yes		
SOX	Population - Column Mapping	Verify that a column can be left unmapped on purpose	Leaving it unmapped is allowed	The panel cannot be completed	P1	Yes		
SOX	Population - Column Mapping	Verify that confirming with a required column unmapped is refused or clearly warned	A warning or a block is shown	The mapping is confirmed with required columns empty	P1	Yes		Observed on staging 21 Aug 2026 - four of six expected columns were left unmapped and the link was confirmed with no warning
SOX	Population - Column Mapping	Verify that the mapping can be changed before it is confirmed	Changes can be made	The first choice is final	P1	Yes		
SOX	Population - Column Mapping	Verify that cancelling the mapping leaves the slot unlinked	The slot is still empty	A half mapped slot is saved	P1	Yes		
SOX	Population - Column Mapping	Verify that the confirmed mapping is stored so the extract can be reperformed later	The mapping is recorded	The mapping is not kept	P1	Yes		
SOX	Population - Extract	Verify that the extract reads the linked file and reports how many rows it found	The row count is shown	No count is shown	P0	Yes		
SOX	Population - Extract	Verify that the row count matches the rows in the supplied file	The counts agree	The counts disagree	P0	Yes		
SOX	Population - Extract	Verify that the extract can be filtered to the instances that belong to this control	A filter can be applied and is recorded	There is no way to filter	P0	Yes		
SOX	Population - Extract	Verify that the filter used is stored word for word	The filter is stored	The filter is lost	P0	Yes		
SOX	Population - Extract	Verify that a population with zero rows is refused or forces an answer	The user must say why there are no instances	An empty population is locked	P0	Yes		
SOX	Population - Extract	Verify that the population can be previewed before it is locked	A preview is offered	The population is locked unseen	P1	Yes		
SOX	Population - Extract	Verify that the population cannot be locked before the report test has concluded reliable	Locking is blocked with a clear reason	An unproven report is locked	P0	Yes		
SOX	Population - Extract	Verify that locking freezes the set the sample will be drawn from	A clear line explains what locking does	Locking is unexplained	P1	Yes		
SOX	Population - Extract	Verify that a locked population can be reopened with a warning about what will be lost	A warning names the sample and results that go with it	A locked population is reopened silently	P0	Yes		
SOX	Population - Extract	Verify that locking is recorded with the person and the time	Both are recorded	The record has no name or time	P0	Yes		
SOX	IPE - Checks	Verify that the report test appears once a population has been extracted	The test appears	No report test is offered	P0	Yes		
SOX	IPE - Checks	Verify that the report test explains why an unproven report matters	A short explanation is shown	No explanation is given	P2	Yes		
SOX	IPE - Checks	Verify that the four checks are source and parameters, period coverage, completeness and accuracy	All four are shown	A check is missing	P0	Yes		
SOX	IPE - Checks	Verify that each check carries a plain English question	A question is shown	Only a label is shown	P1	Yes		
SOX	IPE - Checks	Verify that each check can be passed or failed	Both actions work	A check cannot be marked	P0	Yes		
SOX	IPE - Checks	Verify that the completeness check asks for an independent count	A count field is offered	No count is asked for	P0	Yes		
SOX	IPE - Checks	Verify that the completeness check cannot be passed with the independent count left empty	The pass is blocked with a clear reason	The check passes with no count entered	P0	Yes		Observed on staging 21 Aug 2026 - completeness passed with the count field empty
SOX	IPE - Checks	Verify that an independent count that differs from the extracted count is flagged	A difference is called out	A mismatch passes silently	P0	Yes		
SOX	IPE - Checks	Verify that the completeness check explains that the count must come from the source system	The line is shown	No such guidance is given	P1	Yes		
SOX	IPE - Checks	Verify that a note can be recorded against each check	A note box is offered	There is no way to record what was done	P1	Yes		
SOX	IPE - Checks	Verify that proof can be attached against each check	An attach action is offered and works	There is no way to attach proof	P1	Yes		
SOX	IPE - Checks	Verify that the count of checks still to pass is shown	The count is shown	No count is shown	P1	Yes		
SOX	IPE - Checks	Verify that a failed check blocks the report from being called reliable	The reliable action is blocked	A failing report is called reliable	P0	Yes		
SOX	IPE - Conclude	Verify that conclude reliable is blocked until all four checks have passed	The action is blocked with the reason named	The report is called reliable early	P0	Yes		
SOX	IPE - Conclude	Verify that marking the report not reliable is offered as the other outcome	The action is offered	Only the reliable path exists	P0	Yes		
SOX	IPE - Conclude	Verify that a report marked not reliable blocks the population from being locked	Locking is blocked	An unreliable report still feeds a locked population	P0	Yes		
SOX	IPE - Conclude	Verify that a report marked not reliable raises the problem rather than ending quietly	The problem is surfaced on the paper	Nothing happens	P0	Yes		
SOX	IPE - Conclude	Verify that a concluded report test can be reopened	A reopen action is offered	The conclusion is final	P1	Yes		
SOX	IPE - Conclude	Verify that reopening the report test also unlocks the population that leaned on it	Both reopen together	The population stays locked on a reopened report	P0	Yes		
SOX	IPE - Conclude	Verify that the report test is recorded per file rather than per control	One record per file is kept	The same file is tested again on every control	P1	Yes		
SOX	IPE - Conclude	Verify that concluding the report reliable is recorded with the person and the time	Both are recorded	The record has no name or time	P0	Yes		
SOX	IPE - Conclude	Verify that a locked file is clearly marked as locked	A locked marker is shown	The file looks open	P1	Yes		
SOX	Sample - Sizing	Verify that the sample step is locked until the population is locked	The step names the gate	The sample can be drawn from an open population	P0	Yes		
SOX	Sample - Sizing	Verify that a suggested size is shown with the band it came from	Both the size and the band are shown	Only a number is shown	P0	Yes		
SOX	Sample - Sizing	Verify that the reasoning behind the size names the frequency and the risk rating	Both are named	No reasoning is given	P1	Yes		
SOX	Sample - Sizing	Verify that the suggested size changes with the control frequency	A daily control is sized above a monthly one	Every control gets the same size	P0	Yes		
